"Objektart","Strassenart","Unfallschwere","Unfalltyp","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Auffahrunfall",12,1,5,0,5,5,6,9,6,17,22,18,18,15,5,19,9,7,12,23,20,12,3,13,17
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",2,1,0,1,0,1,0,5,4,3,3,8,5,5,0,3,1,1,7,3,4,0,7,4,5
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",4,6,1,8,10,1,1,8,4,5,13,12,13,2,10,4,4,0,1,5,2,1,6,4,0
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",19,9,2,11,3,8,11,26,18,42,34,38,25,20,8,10,13,8,10,22,6,22,14,8,5
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",1,2,0,0,0,0,3,0,0,7,5,5,3,4,0,3,0,0,1,0,2,2,3,1,3
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Fussgängerunfall",0,6,4,1,2,3,2,5,23,10,7,5,6,6,1,4,5,4,1,2,7,3,3,1,2
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",21,10,14,14,7,9,25,30,52,47,62,72,52,46,41,38,44,37,37,42,33,43,43,33,44
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Tierunfall",1,0,1,0,0,0,2,0,1,0,1,0,3,0,0,3,1,0,0,0,0,0,0,1,1
"Kleinmotorrad","Hauptstrasse","Unfall mit schwer Verletzten","Ueberholunfall",1,3,2,1,0,2,1,3,7,3,7,4,6,14,6,7,2,4,5,2,2,0,0,0,1
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",2,0,0,0,0,0,0,1,4,0,1,2,2,2,1,0,0,0,0,0,0,0,0,1,0
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",0,1,0,0,0,1,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",1,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Fussgängerunfall",0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Schleuder-, Selbstunfall",0,0,0,0,2,0,0,2,1,5,4,0,1,1,1,2,4,0,0,4,1,3,0,3,2
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Nebenstrasse","Unfall mit Getöteten","Ueberholunfall",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Auffahrunfall",6,5,1,9,4,5,14,20,41,30,39,46,31,21,17,25,20,13,22,36,34,22,24,15,10
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",11,2,11,7,10,20,11,24,16,35,67,38,19,13,19,11,17,15,3,31,19,16,6,19,14
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",3,9,10,9,2,11,21,21,30,54,56,30,39,20,7,12,16,9,18,7,8,13,16,8,7
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",17,10,15,22,17,30,36,60,56,78,106,109,44,44,51,38,35,36,32,40,35,36,24,17,24
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",1,1,0,0,0,2,3,3,7,9,3,9,6,1,5,2,0,2,0,8,2,3,3,7,12
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Fussgängerunfall",6,3,0,6,2,6,4,18,12,22,25,26,24,15,12,12,11,8,8,9,10,7,5,8,2
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",8,11,36,23,17,25,43,97,99,139,137,145,130,121,86,128,87,81,65,100,113,101,125,119,112
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Tierunfall",1,1,1,2,1,0,4,2,3,4,5,11,3,3,0,1,7,0,4,3,2,5,2,4,1
"Kleinmotorrad","Nebenstrasse","Unfall mit leicht Verletzten","Ueberholunfall",5,2,3,4,2,3,3,15,17,17,15,14,9,14,13,0,15,7,3,4,4,6,4,5,5
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Auffahrunfall",0,1,3,3,7,1,5,9,9,3,8,16,3,13,8,6,5,1,4,5,7,5,4,2,0
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",8,1,3,9,11,5,7,20,23,21,25,9,10,9,3,9,4,6,6,15,6,4,7,8,7
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",1,3,2,2,7,3,11,12,18,13,18,14,4,3,7,4,9,2,7,8,5,1,0,0,2
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",14,8,6,9,9,7,16,19,21,24,24,29,20,15,10,14,8,7,7,7,13,5,12,11,2
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,2,0,1,1,3,1,0,5,0,0
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Fussgängerunfall",6,0,4,0,4,3,5,5,14,12,13,11,5,0,0,2,8,2,1,5,9,0,6,4,6
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",10,12,13,9,15,22,41,37,60,72,99,104,88,67,44,50,44,26,45,62,50,62,55,30,39
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Tierunfall",2,0,2,1,1,0,0,0,1,1,2,1,1,0,3,1,2,0,1,3,1,4,2,1,0
"Kleinmotorrad","Nebenstrasse","Unfall mit schwer Verletzten","Ueberholunfall",5,1,0,2,0,4,5,1,2,6,7,6,1,8,0,3,0,1,0,0,0,2,1,0,4
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit Getöteten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,2,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit leicht Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autobahn","Unfall mit schwer Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit Getöteten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Tierunfall",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit leicht Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Autostrasse","Unfall mit schwer Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Auffahrunfall",1,4,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",1,2,2,0,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",2,3,7,6,3,0,2,6,2,1,0,1,4,0,1,1,0,3,0,0,0,0,0,2,0
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",6,10,6,11,11,7,8,5,10,5,1,7,5,6,2,0,7,0,0,0,0,0,0,1,0
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,3,5,0,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Fussgängerunfall",0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Schleuder-, Selbstunfall",5,6,1,10,5,4,1,4,3,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit Getöteten","Ueberholunfall",1,1,0,1,1,7,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Auffahrunfall",50,41,60,38,28,33,23,27,31,26,39,34,19,24,28,21,19,19,18,20,10,5,1,10,21
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",20,24,11,10,24,17,12,22,9,10,14,17,6,10,3,5,9,5,4,5,0,7,3,3,1
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",94,71,87,89,59,53,73,30,38,29,32,27,21,16,19,32,20,18,15,18,9,14,5,4,8
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",198,193,284,180,155,141,175,186,139,116,111,112,87,92,76,73,62,66,49,56,49,41,29,42,31
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",22,27,26,32,22,21,16,18,13,10,7,7,12,7,4,6,4,7,5,1,4,5,3,1,10
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Fussgängerunfall",26,21,21,21,21,15,10,14,12,2,17,9,18,7,11,12,9,3,5,1,4,2,3,2,8
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",112,110,105,101,114,102,71,64,104,88,62,93,84,48,43,56,82,79,33,48,37,43,39,32,32
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Tierunfall",0,0,2,1,3,1,0,1,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit leicht Verletzten","Ueberholunfall",37,30,43,29,16,29,22,18,6,13,8,5,12,18,10,10,6,10,8,10,3,1,0,1,0
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Auffahrunfall",14,16,11,16,11,9,7,6,6,5,5,6,4,3,2,1,5,2,2,0,2,4,2,6,2
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",16,16,12,6,9,5,1,14,10,5,3,6,5,1,7,5,5,3,1,2,8,4,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",55,28,41,52,22,31,13,21,20,15,15,10,9,11,9,13,10,9,3,1,7,1,2,1,0
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",113,93,106,96,65,91,62,54,61,39,53,49,30,29,37,21,31,19,12,12,11,14,13,11,18
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",20,7,4,6,15,2,1,6,4,8,4,3,0,7,6,5,3,0,0,0,6,1,5,2,0
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Fussgängerunfall",18,9,5,17,8,7,8,9,3,5,2,2,0,1,3,0,2,2,1,0,1,5,1,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",56,54,42,54,58,47,61,31,50,28,45,32,28,33,18,29,24,16,27,21,13,6,8,18,7
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Tierunfall",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Hauptstrasse","Unfall mit schwer Verletzten","Ueberholunfall",12,8,14,21,4,4,8,6,3,3,7,0,3,1,0,6,6,1,5,3,0,1,0,0,3
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Auffahrunfall",0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",0,0,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",1,6,2,1,0,0,2,2,4,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",10,4,14,0,3,2,1,3,1,4,0,3,2,0,3,2,0,0,0,0,0,0,0,0,1
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Fussgängerunfall",2,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Schleuder-, Selbstunfall",9,7,2,3,3,8,5,2,4,3,4,2,0,1,2,2,2,2,2,3,2,5,0,1,1
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit Getöteten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Auffahrunfall",41,26,22,33,37,31,28,14,16,12,26,23,23,16,22,14,6,17,13,13,4,6,4,3,8
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",114,82,99,72,81,106,82,64,51,63,54,29,46,54,31,47,38,46,23,19,24,11,14,13,11
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",184,147,159,116,120,111,108,79,88,80,77,44,53,46,40,45,47,36,18,19,30,13,31,11,13
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",234,213,280,217,254,245,186,176,168,123,107,109,105,78,98,83,96,71,73,64,31,46,37,37,35
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",12,20,14,17,15,2,12,3,6,5,9,13,9,6,5,7,2,3,4,3,2,1,2,0,2
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Fussgängerunfall",43,28,58,38,28,24,25,28,12,22,15,18,14,12,21,10,12,17,10,7,4,8,5,4,9
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",155,142,157,163,116,127,137,154,132,137,108,99,112,97,106,101,92,75,90,95,52,64,45,52,71
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Tierunfall",2,3,1,1,4,4,3,3,8,1,3,1,0,2,2,2,2,3,0,0,1,0,0,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit leicht Verletzten","Ueberholunfall",29,25,33,33,23,23,16,11,15,5,4,11,10,7,4,14,9,8,5,4,2,1,2,1,2
"Motorfahrrad","Nebenstrasse","Unfall mit schwer Verletzten","Auffahrunfall",13,14,15,7,13,8,10,2,7,3,5,6,6,6,1,0,7,2,2,1,3,0,1,1,5
"Motorfahrrad","Nebenstrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",68,63,67,60,39,56,39,34,31,22,33,17,23,12,20,16,9,16,1,7,6,3,3,5,9
"Motorfahrrad","Nebenstrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",72,76,57,68,54,64,47,34,14,23,28,35,13,24,23,34,8,6,10,15,10,6,12,4,6
"Motorfahrrad","Nebenstrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",117,103,119,86,96,55,83,72,69,67,41,31,32,37,28,34,25,20,9,9,23,28,18,18,10
"Motorfahrrad","Nebenstrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",14,3,3,5,0,6,4,1,5,2,4,1,3,3,0,2,0,0,0,1,0,0,1,0,0
"Motorfahrrad","Nebenstrasse","Unfall mit schwer Verletzten","Fussgängerunfall",16,13,32,15,4,8,14,16,17,12,3,5,4,12,2,5,2,3,1,3,1,0,3,0,3
"Motorfahrrad","Nebenstrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",74,98,77,79,86,88,66,94,65,65,54,58,58,44,43,60,40,44,27,28,29,25,19,21,24
